   %c0  GHz  TSC SMI    %c1    %c3    %c6    %c7 CTMP PTMP   %pc2   %pc3   %pc6   %pc7  Pkg_W  Cor_W GFX_W
 75.33 3.42 2.79   0  24.67   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.25  0.00
 75.34 3.42 2.79   0  24.66   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.84  50.26  0.00
 75.33 3.42 2.79   0  24.67   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.83  50.24  0.00
 75.24 3.42 2.79   0  24.76   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.83  50.21  0.00
 75.24 3.42 2.79   0  24.76   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.83  50.19  0.00
 75.25 3.42 2.79   0  24.75   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.20  0.00
 75.38 3.42 2.79   0  24.62   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.22  0.00
 75.60 3.42 2.79   0  24.40   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.82  50.16  0.00
 75.83 3.42 2.79   0  24.17   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.82  50.19  0.00
 75.38 3.42 2.79   0  24.62   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.84  50.21  0.00
 75.30 3.42 2.79   0  24.70   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.82  50.19  0.00
 75.38 3.41 2.79   0  24.62   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.17  0.00
 75.31 3.41 2.79   0  24.69   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.59  49.95  0.00
 75.04 3.42 2.80   0  24.96   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.99  50.29  0.00
 75.23 3.41 2.79   0  24.77   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.94  50.26  0.00
 75.34 3.41 2.79   0  24.66   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.78  50.10  0.00
 75.74 3.41 2.79   0  24.26   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.83  50.14  0.00
 75.92 3.56 2.79   0  10.20   0.15   0.20  13.52   98   98   0.00   0.00   0.00   0.00  57.61  50.11  0.00
 76.03 3.60 2.79   0   6.57   0.15   0.34  16.90   92   92   0.00   0.00   0.00   0.00  57.50  50.09  0.00
 75.31 3.41 2.79   0  24.69   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.77  50.10  0.00
 75.42 3.41 2.79   0  24.58   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.83  50.12  0.00
 75.63 3.40 2.79   0  24.37   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.11  0.00
 75.96 3.40 2.79   0  24.04   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.10  0.00
 77.48 3.40 2.79   0  22.52   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.13  0.00
 75.54 3.40 2.79   0  24.46   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.13  0.00
 75.45 3.40 2.79   0  24.55   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.13  0.00
 75.47 3.40 2.79   0  24.53   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.84  50.13  0.00
 74.36 3.40 2.79   0  24.53   0.00   0.01   1.10   80   80   0.00   0.00   0.00   0.00  57.24  49.43  0.00
  1.07 2.67 2.79   0   1.48   0.15   0.07  97.23   64   64  91.00   0.00   0.00   0.00   2.22   0.23  0.00
  1.75 1.38 2.79   0   2.39   0.07   0.16  95.63   61   61  85.75   0.00   0.00   0.00   2.03   0.17  0.00
  1.64 1.07 2.79   0   2.09   0.13   0.04  96.10   59   60  87.08   0.00   0.00   0.00   1.79   0.12  0.00
  2.02 1.09 2.79   0   2.62   0.12   0.05  95.18   59   59  85.42   0.00   0.00   0.00   1.85   0.18  0.00
  1.72 1.10 2.79   0   2.21   0.08   0.01  95.98   59   59  87.15   0.00   0.00   0.00   1.70   0.08  0.00
  1.79 1.09 2.79   0   2.33   0.05   0.01  95.82   57   57  86.73   0.00   0.00   0.00   1.78   0.15  0.00
  1.57 1.11 2.79   0   2.06   0.13   0.04  96.19   57   57  87.99   0.00   0.00   0.00   1.66   0.12  0.00
  1.53 1.17 2.79   0   1.96   0.12   0.09  96.29   55   56  88.04   0.00   0.00   0.00   1.59   0.06  0.00
  1.80 1.09 2.79   0   2.24   0.07   0.07  95.83   56   56  86.52   0.00   0.00   0.00   1.67   0.06  0.00
