   %c0  GHz  TSC SMI    %c1    %c3    %c6    %c7 CTMP PTMP   %pc2   %pc3   %pc6   %pc7  Pkg_W  Cor_W GFX_W
  6.15 1.74 2.79   0   6.46   0.36   0.26  86.76   48   48  57.28   0.00   0.00   0.00   3.63   0.66  0.00
  3.38 1.92 2.79   0   3.97   0.58   0.15  91.92   47   47  78.16   0.00   0.00   0.00   2.67   0.72  0.00
  3.65 2.46 2.79   0   4.08   1.13   0.30  90.84   49   48  74.19   0.00   0.00   0.00   3.26   0.77  0.00
  4.51 2.74 2.79   0   5.59   0.74   0.14  89.01   47   47  69.31   0.00   0.00   0.00   4.53   1.54  0.00
  4.81 1.31 2.79   0   4.81   0.31   0.21  89.86   46   47  66.93   0.00   0.00   0.00   2.25   0.25  0.00
  2.43 1.14 2.79   0   2.91   0.08   0.04  94.54   46   46  82.35   0.00   0.00   0.00   1.55   0.07  0.00
  2.30 0.93 2.79   0   2.85   0.06   0.03  94.76   46   47  83.03   0.00   0.00   0.00   1.40   0.06  0.00
  1.78 0.89 2.79   0   2.24   0.08   0.02  95.89   45   45  86.90   0.00   0.00   0.00   1.24   0.04  0.00
  1.68 1.09 2.79   0   2.11   0.08   0.04  96.08   46   46  87.55   0.00   0.00   0.00   1.39   0.12  0.00
  3.53 2.43 2.74   0   2.30   0.02   0.03  94.12   59   50  87.53   0.00   0.00   0.00   1.55   0.28  0.00
 75.38 3.55 2.84   0  24.62   0.00   0.00   0.00   73   73   0.00   0.00   0.00   0.00  57.56  49.88  0.00
 75.15 3.51 2.81   0  24.85   0.00   0.00   0.00   77   77   0.00   0.00   0.00   0.00  58.87  51.11  0.00
 75.41 3.49 2.79   0  24.59   0.00   0.00   0.00   76   77   0.00   0.00   0.00   0.00  57.81  50.22  0.00
 75.38 3.49 2.79   0  24.62   0.00   0.00   0.00   78   78   0.00   0.00   0.00   0.00  57.83  50.24  0.00
 75.41 3.49 2.79   0  24.59   0.00   0.00   0.00   78   78   0.00   0.00   0.00   0.00  57.82  50.24  0.00
 75.28 3.48 2.79   0  24.72   0.00   0.00   0.00   81   81   0.00   0.00   0.00   0.00  57.84  50.26  0.00
 75.33 3.48 2.79   0  24.67   0.00   0.00   0.00   80   80   0.00   0.00   0.00   0.00  57.83  50.26  0.00
 75.21 3.48 2.79   0  24.79   0.00   0.00   0.00   82   82   0.00   0.00   0.00   0.00  57.83  50.29  0.00
 75.34 3.48 2.79   0  24.66   0.00   0.00   0.00   83   83   0.00   0.00   0.00   0.00  57.83  50.32  0.00
 75.25 3.47 2.79   0  24.75   0.00   0.00   0.00   83   83   0.00   0.00   0.00   0.00  57.83  50.29  0.00
 75.43 3.47 2.79   0  24.57   0.00   0.00   0.00   84   84   0.00   0.00   0.00   0.00  57.83  50.30  0.00
 75.56 3.47 2.79   0  24.44   0.00   0.00   0.00   85   85   0.00   0.00   0.00   0.00  57.84  50.29  0.00
 75.50 3.47 2.79   0  24.50   0.00   0.00   0.00   85   85   0.00   0.00   0.00   0.00  57.83  50.29  0.00
 82.45 3.46 2.79   0  17.55   0.00   0.00   0.00   86   86   0.00   0.00   0.00   0.00  57.84  50.37  0.00
 75.71 3.46 2.79   0  24.29   0.00   0.00   0.00   85   85   0.00   0.00   0.00   0.00  57.83  50.30  0.00
 75.38 3.46 2.79   0  24.62   0.00   0.00   0.00   86   86   0.00   0.00   0.00   0.00  57.83  50.31  0.00
 75.35 3.46 2.79   0  24.65   0.00   0.00   0.00   85   85   0.00   0.00   0.00   0.00  57.83  50.28  0.00
 75.34 3.45 2.79   0  24.66   0.00   0.00   0.00   87   87   0.00   0.00   0.00   0.00  57.77  50.25  0.00
 75.36 3.45 2.79   0  24.64   0.00   0.00   0.00   87   87   0.00   0.00   0.00   0.00  57.83  50.31  0.00
 75.32 3.45 2.79   0  24.68   0.00   0.00   0.00   88   88   0.00   0.00   0.00   0.00  57.84  50.32  0.00
 75.39 3.45 2.79   0  24.61   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.31  0.00
 75.42 3.44 2.79   0  24.58   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.31  0.00
 75.27 3.44 2.79   0  24.73   0.00   0.00   0.00   88   88   0.00   0.00   0.00   0.00  57.83  50.31  0.00
 75.24 3.44 2.79   0  24.76   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.28  0.00
 75.30 3.44 2.79   0  24.70   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.31  0.00
 75.30 3.43 2.79   0  24.70   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.83  50.30  0.00
 75.33 3.43 2.79   0  24.67   0.00   0.00   0.00   89   90   0.00   0.00   0.00   0.00  57.84  50.30  0.00
 75.32 3.43 2.79   0  24.68   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.29  0.00
 75.33 3.43 2.79   0  24.67   0.00   0.00   0.00   92   92   0.00   0.00   0.00   0.00  57.83  50.28  0.00
 75.32 3.43 2.79   0  24.68   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.84  50.28  0.00
 75.30 3.43 2.79   0  24.70   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.28  0.00
 75.35 3.42 2.79   0  24.65   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.84  50.26  0.00
