   %c0  GHz  TSC SMI    %c1    %c3    %c6    %c7 CTMP PTMP   %pc2   %pc3   %pc6   %pc7  Pkg_W  Cor_W GFX_W
  2.76 1.47 2.79   0   3.23   0.18   0.05  93.77   47   47  80.48   0.00   0.00   0.00   2.00   0.35  0.00
  1.79 1.12 2.79   0   2.24   0.07   0.04  95.86   47   48  86.70   0.00   0.00   0.00   1.31   0.05  0.00
  1.62 1.29 2.79   0   2.11   0.04   0.05  96.18   47   49  87.63   0.00   0.00   0.00   1.44   0.14  0.00
  1.80 0.94 2.79   0   2.58   0.05   0.04  95.53   47   48  85.27   0.00   0.00   0.00   1.27   0.04  0.00
  1.85 1.36 2.79   0   2.38   0.08   0.04  95.64   46   47  86.61   0.00   0.00   0.00   1.52   0.14  0.00
  1.42 1.18 2.79   0   1.81   0.04   0.00  96.74   47   47  89.13   0.00   0.00   0.00   1.21   0.05  0.00
  2.25 0.91 2.79   0   2.64   0.06   0.06  94.99   46   46  84.04   0.00   0.00   0.00   1.26   0.05  0.00
  2.09 0.94 2.79   0   2.51   0.06   0.03  95.31   47   47  85.20   0.00   0.00   0.00   1.23   0.05  0.00
  1.67 1.16 2.79   0   2.11   0.04   0.11  96.07   46   46  87.61   0.00   0.00   0.00   1.34   0.10  0.00
  2.03 1.60 2.79   0   2.25   0.07   0.04  95.60   49   49  87.88   0.00   0.00   0.00   1.45   0.10  0.00
 75.46 3.48 2.79   0  24.54   0.00   0.00   0.00   75   75   0.00   0.00   0.00   0.00  56.86  49.28  0.00
 75.51 3.49 2.79   0  24.49   0.00   0.00   0.00   76   76   0.00   0.00   0.00   0.00  57.85  50.23  0.00
 75.43 3.49 2.79   0  24.57   0.00   0.00   0.00   78   78   0.00   0.00   0.00   0.00  57.83  50.22  0.00
 75.44 3.48 2.79   0  24.56   0.00   0.00   0.00   78   78   0.00   0.00   0.00   0.00  57.84  50.23  0.00
 75.73 3.48 2.79   0  24.27   0.00   0.00   0.00   79   79   0.00   0.00   0.00   0.00  57.83  50.22  0.00
 75.41 3.48 2.79   0  24.59   0.00   0.00   0.00   80   80   0.00   0.00   0.00   0.00  57.83  50.24  0.00
 75.52 3.47 2.79   0  24.48   0.00   0.00   0.00   80   80   0.00   0.00   0.00   0.00  57.84  50.24  0.00
 75.40 3.47 2.79   0  24.60   0.00   0.00   0.00   81   81   0.00   0.00   0.00   0.00  57.83  50.23  0.00
 75.38 3.47 2.79   0  24.62   0.00   0.00   0.00   83   83   0.00   0.00   0.00   0.00  57.84  50.26  0.00
 75.75 3.46 2.79   0  24.25   0.00   0.00   0.00   83   83   0.00   0.00   0.00   0.00  57.78  50.21  0.00
 76.12 3.46 2.79   0  23.88   0.00   0.00   0.00   84   84   0.00   0.00   0.00   0.00  57.83  50.29  0.00
 77.75 3.46 2.79   0  22.25   0.00   0.00   0.00   85   85   0.00   0.00   0.00   0.00  57.84  50.30  0.00
 75.43 3.46 2.79   0  24.57   0.00   0.00   0.00   86   86   0.00   0.00   0.00   0.00  57.83  50.29  0.00
 76.04 3.46 2.79   0  23.96   0.00   0.00   0.00   86   86   0.00   0.00   0.00   0.00  57.84  50.29  0.00
 76.47 3.45 2.79   0  23.53   0.00   0.00   0.00   85   85   0.00   0.00   0.00   0.00  57.83  50.28  0.00
 75.57 3.45 2.79   0  24.43   0.00   0.00   0.00   87   87   0.00   0.00   0.00   0.00  57.83  50.28  0.00
 75.37 3.45 2.79   0  24.63   0.00   0.00   0.00   87   87   0.00   0.00   0.00   0.00  57.84  50.28  0.00
 75.24 3.45 2.79   0  24.76   0.00   0.00   0.00   88   88   0.00   0.00   0.00   0.00  57.83  50.27  0.00
 75.32 3.44 2.79   0  24.68   0.00   0.00   0.00   87   87   0.00   0.00   0.00   0.00  57.83  50.28  0.00
 75.41 3.44 2.79   0  24.59   0.00   0.00   0.00   87   87   0.00   0.00   0.00   0.00  57.83  50.25  0.00
 75.40 3.44 2.79   0  24.60   0.00   0.00   0.00   88   88   0.00   0.00   0.00   0.00  57.83  50.26  0.00
 75.31 3.44 2.79   0  24.69   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.27  0.00
 75.30 3.44 2.79   0  24.70   0.00   0.00   0.00   88   88   0.00   0.00   0.00   0.00  57.83  50.26  0.00
 75.38 3.43 2.79   0  24.62   0.00   0.00   0.00   89   89   0.00   0.00   0.00   0.00  57.83  50.24  0.00
 75.41 3.43 2.79   0  24.59   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.25  0.00
 75.30 3.43 2.79   0  24.70   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.78  50.20  0.00
 75.41 3.43 2.79   0  24.59   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.83  50.25  0.00
 75.42 3.42 2.79   0  24.58   0.00   0.00   0.00   90   90   0.00   0.00   0.00   0.00  57.84  50.23  0.00
 75.41 3.42 2.79   0  24.59   0.00   0.00   0.00   91   91   0.00   0.00   0.00   0.00  57.83  50.23  0.00
